game_id,season,game_type,week,gameday,weekday,gametime,away_team,away_score,home_team,home_score,location,overtime,away_rest,home_rest,div_game,roof,surface,stadium_id,stadium
2014_01_GB_SEA,2014,REG,1,2014-09-04,Thursday,20:30,GB,16,SEA,36,Home,0,7,7,0,outdoors,fieldturf,SEA00,CenturyLink Field
2014_01_BUF_CHI,2014,REG,1,2014-09-07,Sunday,13:00,BUF,23,CHI,20,Home,1,7,7,0,outdoors,grass,CHI98,Soldier Field
2014_01_CAR_TB,2014,REG,1,2014-09-07,Sunday,16:25,CAR,20,TB,14,Home,0,7,7,1,outdoors,grass,TAM00,Raymond James Stadium
2014_01_CIN_BAL,2014,REG,1,2014-09-07,Sunday,13:00,CIN,23,BAL,16,Home,0,7,7,1,outdoors,sportturf,BAL00,M&T Bank Stadium
2014_01_CLE_PIT,2014,REG,1,2014-09-07,Sunday,13:00,CLE,27,PIT,30,Home,0,7,7,1,outdoors,grass,PIT00,Heinz Field
2014_01_IND_DEN,2014,REG,1,2014-09-07,Sunday,20:30,IND,24,DEN,31,Home,0,7,7,0,outdoors,grass,DEN00,Sports Authority Field at Mile High
2014_01_JAX_PHI,2014,REG,1,2014-09-07,Sunday,13:00,JAX,17,PHI,34,Home,0,7,7,0,outdoors,grass,PHI00,Lincoln Financial Field
2014_01_MIN_STL,2014,REG,1,2014-09-07,Sunday,13:00,MIN,34,STL,6,Home,0,7,7,0,dome,astroplay,STL00,Edward Jones Dome
2014_01_NE_MIA,2014,REG,1,2014-09-07,Sunday,13:00,NE,20,MIA,33,Home,0,7,7,1,outdoors,grass,MIA00,Sun Life Stadium
2014_01_NO_ATL,2014,REG,1,2014-09-07,Sunday,13:00,NO,34,ATL,37,Home,1,7,7,1,dome,fieldturf,ATL00,Georgia Dome
2014_01_OAK_NYJ,2014,REG,1,2014-09-07,Sunday,13:00,OAK,14,NYJ,19,Home,0,7,7,0,outdoors,fieldturf,NYC01,MetLife Stadium
2014_01_SF_DAL,2014,REG,1,2014-09-07,Sunday,16:25,SF,28,DAL,17,Home,0,7,7,0,closed,matrixturf,DAL00,AT&T Stadium
2014_01_TEN_KC,2014,REG,1,2014-09-07,Sunday,13:00,TEN,26,KC,10,Home,0,7,7,0,outdoors,grass,KAN00,Arrowhead Stadium
2014_01_WAS_HOU,2014,REG,1,2014-09-07,Sunday,13:00,WAS,6,HOU,17,Home,0,7,7,0,closed,grass,HOU00,NRG Stadium
2014_01_NYG_DET,2014,REG,1,2014-09-08,Monday,19:10,NYG,14,DET,35,Home,0,7,7,0,dome,fieldturf,DET00,Ford Field
2014_01_SD_ARI,2014,REG,1,2014-09-08,Monday,21:20,SD,17,ARI,18,Home,0,7,7,0,closed,grass,PHO00,University of Phoenix Stadium
2014_02_PIT_BAL,2014,REG,2,2014-09-11,Thursday,20:25,PIT,6,BAL,26,Home,0,4,4,1,outdoors,sportturf,BAL00,M&T Bank Stadium
2014_02_ARI_NYG,2014,REG,2,2014-09-14,Sunday,13:00,ARI,25,NYG,14,Home,0,6,6,0,outdoors,fieldturf,NYC01,MetLife Stadium
2014_02_ATL_CIN,2014,REG,2,2014-09-14,Sunday,13:00,ATL,10,CIN,24,Home,0,7,7,0,outdoors,fieldturf,CIN00,Paul Brown Stadium
2014_02_CHI_SF,2014,REG,2,2014-09-14,Sunday,20:30,CHI,28,SF,20,Home,0,7,7,0,outdoors,grass,SFO01,Levi's Stadium
2014_02_DAL_TEN,2014,REG,2,2014-09-14,Sunday,13:00,DAL,26,TEN,10,Home,0,7,7,0,outdoors,grass,NAS00,LP Field
2014_02_DET_CAR,2014,REG,2,2014-09-14,Sunday,13:00,DET,7,CAR,24,Home,0,6,7,0,outdoors,grass,CAR00,Bank of America Stadium
2014_02_HOU_OAK,2014,REG,2,2014-09-14,Sunday,16:25,HOU,30,OAK,14,Home,0,7,7,0,outdoors,grass,OAK00,O.co Coliseum
2014_02_JAX_WAS,2014,REG,2,2014-09-14,Sunday,13:00,JAX,10,WAS,41,Home,0,7,7,0,outdoors,grass,WAS00,FedExField
2014_02_KC_DEN,2014,REG,2,2014-09-14,Sunday,16:25,KC,17,DEN,24,Home,0,7,7,1,outdoors,grass,DEN00,Sports Authority Field at Mile High
2014_02_MIA_BUF,2014,REG,2,2014-09-14,Sunday,13:00,MIA,10,BUF,29,Home,0,7,7,1,outdoors,a_turf,BUF00,Ralph Wilson Stadium
2014_02_NE_MIN,2014,REG,2,2014-09-14,Sunday,13:00,NE,30,MIN,7,Home,0,7,7,0,outdoors,fieldturf,MIN98,TCF Bank Stadium
2014_02_NO_CLE,2014,REG,2,2014-09-14,Sunday,13:00,NO,24,CLE,26,Home,0,7,7,0,outdoors,grass,CLE00,FirstEnergy Stadium
2014_02_NYJ_GB,2014,REG,2,2014-09-14,Sunday,16:25,NYJ,24,GB,31,Home,0,7,10,0,outdoors,grass,GNB00,Lambeau Field
2014_02_SEA_SD,2014,REG,2,2014-09-14,Sunday,16:05,SEA,21,SD,30,Home,0,10,6,0,outdoors,grass,SDG00,Qualcomm Stadium
2014_02_STL_TB,2014,REG,2,2014-09-14,Sunday,16:05,STL,19,TB,17,Home,0,7,7,0,outdoors,grass,TAM00,Raymond James Stadium
2014_02_PHI_IND,2014,REG,2,2014-09-15,Monday,20:30,PHI,30,IND,27,Home,0,8,8,0,closed,fieldturf,IND00,Lucas Oil Stadium
2014_03_TB_ATL,2014,REG,3,2014-09-18,Thursday,20:25,TB,14,ATL,56,Home,0,4,4,1,dome,fieldturf,ATL00,Georgia Dome
2014_03_BAL_CLE,2014,REG,3,2014-09-21,Sunday,13:00,BAL,23,CLE,21,Home,0,10,7,1,outdoors,grass,CLE00,FirstEnergy Stadium
2014_03_DAL_STL,2014,REG,3,2014-09-21,Sunday,13:00,DAL,34,STL,31,Home,0,7,7,0,dome,astroplay,STL00,Edward Jones Dome
2014_03_DEN_SEA,2014,REG,3,2014-09-21,Sunday,16:25,DEN,20,SEA,26,Home,1,7,7,0,outdoors,fieldturf,SEA00,CenturyLink Field
2014_03_GB_DET,2014,REG,3,2014-09-21,Sunday,13:00,GB,7,DET,19,Home,0,7,7,1,dome,fieldturf,DET00,Ford Field
2014_03_HOU_NYG,2014,REG,3,2014-09-21,Sunday,13:00,HOU,17,NYG,30,Home,0,7,7,0,outdoors,fieldturf,NYC01,MetLife Stadium
2014_03_IND_JAX,2014,REG,3,2014-09-21,Sunday,13:00,IND,44,JAX,17,Home,0,6,7,1,outdoors,grass,JAX00,EverBank Field
2014_03_KC_MIA,2014,REG,3,2014-09-21,Sunday,16:25,KC,34,MIA,15,Home,0,7,7,0,outdoors,grass,MIA00,Sun Life Stadium
2014_03_MIN_NO,2014,REG,3,2014-09-21,Sunday,13:00,MIN,9,NO,20,Home,0,7,7,0,dome,sportturf,NOR00,Mercedes-Benz Superdome
2014_03_OAK_NE,2014,REG,3,2014-09-21,Sunday,13:00,OAK,9,NE,16,Home,0,7,7,0,outdoors,fieldturf,BOS00,Gillette Stadium
2014_03_PIT_CAR,2014,REG,3,2014-09-21,Sunday,20:30,PIT,37,CAR,19,Home,0,10,7,0,outdoors,grass,CAR00,Bank of America Stadium
2014_03_SD_BUF,2014,REG,3,2014-09-21,Sunday,13:00,SD,22,BUF,10,Home,0,7,7,0,outdoors,a_turf,BUF00,Ralph Wilson Stadium
2014_03_SF_ARI,2014,REG,3,2014-09-21,Sunday,16:05,SF,14,ARI,23,Home,0,7,7,1,closed,grass,PHO00,University of Phoenix Stadium
2014_03_TEN_CIN,2014,REG,3,2014-09-21,Sunday,13:00,TEN,7,CIN,33,Home,0,7,7,0,outdoors,fieldturf,CIN00,Paul Brown Stadium
2014_03_WAS_PHI,2014,REG,3,2014-09-21,Sunday,13:00,WAS,34,PHI,37,Home,0,7,6,1,outdoors,grass,PHI00,Lincoln Financial Field
2014_03_CHI_NYJ,2014,REG,3,2014-09-22,Monday,20:30,CHI,27,NYJ,19,Home,0,8,8,0,outdoors,fieldturf,NYC01,MetLife Stadium
2014_04_NYG_WAS,2014,REG,4,2014-09-25,Thursday,20:25,NYG,45,WAS,14,Home,0,4,4,1,outdoors,grass,WAS00,FedExField
2014_04_ATL_MIN,2014,REG,4,2014-09-28,Sunday,16:25,ATL,28,MIN,41,Home,0,10,7,0,outdoors,fieldturf,MIN98,TCF Bank Stadium
2014_04_BUF_HOU,2014,REG,4,2014-09-28,Sunday,13:00,BUF,17,HOU,23,Home,0,7,7,0,closed,grass,HOU00,NRG Stadium
2014_04_CAR_BAL,2014,REG,4,2014-09-28,Sunday,13:00,CAR,10,BAL,38,Home,0,7,7,0,outdoors,sportturf,BAL00,M&T Bank Stadium
2014_04_DET_NYJ,2014,REG,4,2014-09-28,Sunday,13:00,DET,24,NYJ,17,Home,0,7,6,0,outdoors,fieldturf,NYC01,MetLife Stadium
2014_04_GB_CHI,2014,REG,4,2014-09-28,Sunday,13:00,GB,38,CHI,17,Home,0,7,6,1,outdoors,grass,CHI98,Soldier Field
2014_04_JAX_SD,2014,REG,4,2014-09-28,Sunday,16:05,JAX,14,SD,33,Home,0,7,7,0,outdoors,grass,SDG00,Qualcomm Stadium
2014_04_MIA_OAK,2014,REG,4,2014-09-28,Sunday,13:00,MIA,38,OAK,14,Neutral,0,7,7,0,outdoors,grass,LON00,Wembley Stadium
2014_04_NO_DAL,2014,REG,4,2014-09-28,Sunday,20:30,NO,17,DAL,38,Home,0,7,7,0,closed,matrixturf,DAL00,AT&T Stadium
2014_04_PHI_SF,2014,REG,4,2014-09-28,Sunday,16:25,PHI,21,SF,26,Home,0,7,7,0,outdoors,grass,SFO01,Levi's Stadium
2014_04_TB_PIT,2014,REG,4,2014-09-28,Sunday,13:00,TB,27,PIT,24,Home,0,10,7,0,outdoors,grass,PIT00,Heinz Field
2014_04_TEN_IND,2014,REG,4,2014-09-28,Sunday,13:00,TEN,17,IND,41,Home,0,7,7,1,open,fieldturf,IND00,Lucas Oil Stadium
2014_04_NE_KC,2014,REG,4,2014-09-29,Monday,20:30,NE,14,KC,41,Home,0,8,8,0,outdoors,grass,KAN00,Arrowhead Stadium
2014_05_MIN_GB,2014,REG,5,2014-10-02,Thursday,20:25,MIN,10,GB,42,Home,0,4,4,1,outdoors,grass,GNB00,Lambeau Field
2014_05_ARI_DEN,2014,REG,5,2014-10-05,Sunday,16:05,ARI,20,DEN,41,Home,0,14,14,0,outdoors,grass,DEN00,Sports Authority Field at Mile High
2014_05_ATL_NYG,2014,REG,5,2014-10-05,Sunday,13:00,ATL,20,NYG,30,Home,0,7,10,0,outdoors,fieldturf,NYC01,MetLife Stadium
2014_05_BAL_IND,2014,REG,5,2014-10-05,Sunday,13:00,BAL,13,IND,20,Home,0,7,7,0,open,fieldturf,IND00,Lucas Oil Stadium
2014_05_BUF_DET,2014,REG,5,2014-10-05,Sunday,13:00,BUF,17,DET,14,Home,0,7,7,0,dome,fieldturf,DET00,Ford Field
2014_05_CHI_CAR,2014,REG,5,2014-10-05,Sunday,13:00,CHI,24,CAR,31,Home,0,7,7,0,outdoors,grass,CAR00,Bank of America Stadium
2014_05_CIN_NE,2014,REG,5,2014-10-05,Sunday,20:30,CIN,17,NE,43,Home,0,14,6,0,outdoors,fieldturf,BOS00,Gillette Stadium
2014_05_CLE_TEN,2014,REG,5,2014-10-05,Sunday,13:00,CLE,29,TEN,28,Home,0,14,7,0,outdoors,grass,NAS00,LP Field
2014_05_HOU_DAL,2014,REG,5,2014-10-05,Sunday,13:00,HOU,17,DAL,20,Home,1,7,7,0,closed,matrixturf,DAL00,AT&T Stadium
2014_05_KC_SF,2014,REG,5,2014-10-05,Sunday,16:25,KC,17,SF,22,Home,0,6,7,0,outdoors,grass,SFO01,Levi's Stadium
2014_05_NYJ_SD,2014,REG,5,2014-10-05,Sunday,16:25,NYJ,0,SD,31,Home,0,7,7,0,outdoors,grass,SDG00,Qualcomm Stadium
2014_05_PIT_JAX,2014,REG,5,2014-10-05,Sunday,13:00,PIT,17,JAX,9,Home,0,7,7,0,outdoors,grass,JAX00,EverBank Field
2014_05_STL_PHI,2014,REG,5,2014-10-05,Sunday,13:00,STL,28,PHI,34,Home,0,14,7,0,outdoors,grass,PHI00,Lincoln Financial Field
2014_05_TB_NO,2014,REG,5,2014-10-05,Sunday,13:00,TB,31,NO,37,Home,1,7,7,1,dome,sportturf,NOR00,Mercedes-Benz Superdome
2014_05_SEA_WAS,2014,REG,5,2014-10-06,Monday,20:30,SEA,27,WAS,17,Home,0,15,11,0,outdoors,grass,WAS00,FedExField
2014_06_IND_HOU,2014,REG,6,2014-10-09,Thursday,20:25,IND,33,HOU,28,Home,0,4,4,1,closed,grass,HOU00,NRG Stadium
2014_06_BAL_TB,2014,REG,6,2014-10-12,Sunday,13:00,BAL,48,TB,17,Home,0,7,7,0,outdoors,grass,TAM00,Raymond James Stadium
2014_06_CAR_CIN,2014,REG,6,2014-10-12,Sunday,13:00,CAR,37,CIN,37,Home,1,7,7,0,outdoors,fieldturf,CIN00,Paul Brown Stadium
2014_06_CHI_ATL,2014,REG,6,2014-10-12,Sunday,16:25,CHI,27,ATL,13,Home,0,7,7,0,dome,fieldturf,ATL00,Georgia Dome
2014_06_DAL_SEA,2014,REG,6,2014-10-12,Sunday,16:25,DAL,30,SEA,23,Home,0,7,6,0,outdoors,fieldturf,SEA00,CenturyLink Field
2014_06_DEN_NYJ,2014,REG,6,2014-10-12,Sunday,13:00,DEN,31,NYJ,17,Home,0,7,7,0,outdoors,fieldturf,NYC01,MetLife Stadium
2014_06_DET_MIN,2014,REG,6,2014-10-12,Sunday,13:00,DET,17,MIN,3,Home,0,7,10,1,outdoors,fieldturf,MIN98,TCF Bank Stadium
2014_06_GB_MIA,2014,REG,6,2014-10-12,Sunday,13:00,GB,27,MIA,24,Home,0,10,14,0,outdoors,grass,MIA00,Sun Life Stadium
2014_06_JAX_TEN,2014,REG,6,2014-10-12,Sunday,13:00,JAX,14,TEN,16,Home,0,7,7,1,outdoors,grass,NAS00,LP Field
2014_06_NE_BUF,2014,REG,6,2014-10-12,Sunday,13:00,NE,37,BUF,22,Home,0,7,7,1,outdoors,a_turf,BUF00,Ralph Wilson Stadium
2014_06_NYG_PHI,2014,REG,6,2014-10-12,Sunday,20:30,NYG,0,PHI,27,Home,0,7,7,1,outdoors,grass,PHI00,Lincoln Financial Field
2014_06_PIT_CLE,2014,REG,6,2014-10-12,Sunday,13:00,PIT,10,CLE,31,Home,0,7,7,1,outdoors,grass,CLE00,FirstEnergy Stadium
2014_06_SD_OAK,2014,REG,6,2014-10-12,Sunday,16:05,SD,31,OAK,28,Home,0,7,14,1,outdoors,grass,OAK00,O.co Coliseum
2014_06_WAS_ARI,2014,REG,6,2014-10-12,Sunday,16:25,WAS,20,ARI,30,Home,0,6,7,0,closed,grass,PHO00,University of Phoenix Stadium
2014_06_SF_STL,2014,REG,6,2014-10-13,Monday,20:30,SF,31,STL,17,Home,0,8,8,1,dome,astroplay,STL00,Edward Jones Dome
2014_07_NYJ_NE,2014,REG,7,2014-10-16,Thursday,20:25,NYJ,25,NE,27,Home,0,4,4,1,outdoors,fieldturf,BOS00,Gillette Stadium
2014_07_ARI_OAK,2014,REG,7,2014-10-19,Sunday,16:25,ARI,24,OAK,13,Home,0,7,7,0,outdoors,grass,OAK00,O.co Coliseum
2014_07_ATL_BAL,2014,REG,7,2014-10-19,Sunday,13:00,ATL,7,BAL,29,Home,0,7,7,0,outdoors,sportturf,BAL00,M&T Bank Stadium
2014_07_CAR_GB,2014,REG,7,2014-10-19,Sunday,13:00,CAR,17,GB,38,Home,0,7,7,0,outdoors,grass,GNB00,Lambeau Field
2014_07_CIN_IND,2014,REG,7,2014-10-19,Sunday,13:00,CIN,0,IND,27,Home,0,7,10,0,open,fieldturf,IND00,Lucas Oil Stadium
2014_07_CLE_JAX,2014,REG,7,2014-10-19,Sunday,13:00,CLE,6,JAX,24,Home,0,7,7,0,outdoors,grass,JAX00,EverBank Field
2014_07_KC_SD,2014,REG,7,2014-10-19,Sunday,16:05,KC,23,SD,20,Home,0,14,7,1,outdoors,grass,SDG00,Qualcomm Stadium
2014_07_MIA_CHI,2014,REG,7,2014-10-19,Sunday,13:00,MIA,27,CHI,14,Home,0,7,7,0,outdoors,grass,CHI98,Soldier Field
2014_07_MIN_BUF,2014,REG,7,2014-10-19,Sunday,13:00,MIN,16,BUF,17,Home,0,7,7,0,outdoors,a_turf,BUF00,Ralph Wilson Stadium
2014_07_NO_DET,2014,REG,7,2014-10-19,Sunday,13:00,NO,23,DET,24,Home,0,14,7,0,dome,fieldturf,DET00,Ford Field
2014_07_NYG_DAL,2014,REG,7,2014-10-19,Sunday,16:25,NYG,21,DAL,31,Home,0,7,7,1,closed,matrixturf,DAL00,AT&T Stadium
2014_07_SEA_STL,2014,REG,7,2014-10-19,Sunday,13:00,SEA,26,STL,28,Home,0,7,6,1,dome,astroplay,STL00,Edward Jones Dome
2014_07_SF_DEN,2014,REG,7,2014-10-19,Sunday,20:30,SF,17,DEN,42,Home,0,6,7,0,outdoors,grass,DEN00,Sports Authority Field at Mile High
2014_07_TEN_WAS,2014,REG,7,2014-10-19,Sunday,13:00,TEN,17,WAS,19,Home,0,7,7,0,outdoors,grass,WAS00,FedExField
2014_07_HOU_PIT,2014,REG,7,2014-10-20,Monday,20:30,HOU,23,PIT,30,Home,0,11,8,0,outdoors,grass,PIT00,Heinz Field
2014_08_SD_DEN,2014,REG,8,2014-10-23,Thursday,20:25,SD,21,DEN,35,Home,0,4,4,1,outdoors,grass,DEN00,Sports Authority Field at Mile High
2014_08_BAL_CIN,2014,REG,8,2014-10-26,Sunday,13:00,BAL,24,CIN,27,Home,0,7,7,1,outdoors,fieldturf,CIN00,Paul Brown Stadium
2014_08_BUF_NYJ,2014,REG,8,2014-10-26,Sunday,13:00,BUF,43,NYJ,23,Home,0,7,10,1,outdoors,fieldturf,NYC01,MetLife Stadium
2014_08_CHI_NE,2014,REG,8,2014-10-26,Sunday,13:00,CHI,23,NE,51,Home,0,7,10,0,outdoors,fieldturf,BOS00,Gillette Stadium
2014_08_DET_ATL,2014,REG,8,2014-10-26,Sunday,09:30,DET,22,ATL,21,Neutral,0,7,7,0,outdoors,fieldturf,LON00,Wembley Stadium
2014_08_GB_NO,2014,REG,8,2014-10-26,Sunday,20:30,GB,23,NO,44,Home,0,7,7,0,dome,sportturf,NOR00,Mercedes-Benz Superdome
2014_08_HOU_TEN,2014,REG,8,2014-10-26,Sunday,13:00,HOU,30,TEN,16,Home,0,6,7,1,outdoors,grass,NAS00,LP Field
2014_08_IND_PIT,2014,REG,8,2014-10-26,Sunday,16:25,IND,34,PIT,51,Home,0,7,6,0,outdoors,grass,PIT00,Heinz Field
2014_08_MIA_JAX,2014,REG,8,2014-10-26,Sunday,13:00,MIA,27,JAX,13,Home,0,7,7,0,outdoors,grass,JAX00,EverBank Field
2014_08_MIN_TB,2014,REG,8,2014-10-26,Sunday,13:00,MIN,19,TB,13,Home,1,7,14,0,outdoors,grass,TAM00,Raymond James Stadium
2014_08_OAK_CLE,2014,REG,8,2014-10-26,Sunday,16:25,OAK,13,CLE,23,Home,0,7,7,0,outdoors,grass,CLE00,FirstEnergy Stadium
2014_08_PHI_ARI,2014,REG,8,2014-10-26,Sunday,16:05,PHI,20,ARI,24,Home,0,14,7,0,closed,grass,PHO00,University of Phoenix Stadium
2014_08_SEA_CAR,2014,REG,8,2014-10-26,Sunday,13:00,SEA,13,CAR,9,Home,0,7,7,0,outdoors,grass,CAR00,Bank of America Stadium
2014_08_STL_KC,2014,REG,8,2014-10-26,Sunday,13:00,STL,7,KC,34,Home,0,7,7,0,outdoors,grass,KAN00,Arrowhead Stadium
2014_08_WAS_DAL,2014,REG,8,2014-10-27,Monday,20:30,WAS,20,DAL,17,Home,1,8,8,1,closed,matrixturf,DAL00,AT&T Stadium
2014_09_NO_CAR,2014,REG,9,2014-10-30,Thursday,20:25,NO,28,CAR,10,Home,0,4,4,1,outdoors,grass,CAR00,Bank of America Stadium
2014_09_ARI_DAL,2014,REG,9,2014-11-02,Sunday,13:00,ARI,28,DAL,17,Home,0,7,6,0,closed,matrixturf,DAL00,AT&T Stadium
2014_09_BAL_PIT,2014,REG,9,2014-11-02,Sunday,20:30,BAL,23,PIT,43,Home,0,7,7,1,outdoors,grass,PIT00,Heinz Field
2014_09_DEN_NE,2014,REG,9,2014-11-02,Sunday,16:25,DEN,21,NE,43,Home,0,10,7,0,outdoors,fieldturf,BOS00,Gillette Stadium
2014_09_JAX_CIN,2014,REG,9,2014-11-02,Sunday,13:00,JAX,23,CIN,33,Home,0,7,7,0,outdoors,fieldturf,CIN00,Paul Brown Stadium
2014_09_NYJ_KC,2014,REG,9,2014-11-02,Sunday,13:00,NYJ,10,KC,24,Home,0,7,7,0,outdoors,grass,KAN00,Arrowhead Stadium
2014_09_OAK_SEA,2014,REG,9,2014-11-02,Sunday,16:25,OAK,24,SEA,30,Home,0,7,7,0,outdoors,fieldturf,SEA00,CenturyLink Field
2014_09_PHI_HOU,2014,REG,9,2014-11-02,Sunday,13:00,PHI,31,HOU,21,Home,0,7,7,0,closed,grass,HOU00,NRG Stadium
2014_09_SD_MIA,2014,REG,9,2014-11-02,Sunday,13:00,SD,0,MIA,37,Home,0,10,7,0,outdoors,grass,MIA00,Sun Life Stadium
2014_09_STL_SF,2014,REG,9,2014-11-02,Sunday,16:05,STL,13,SF,10,Home,0,7,14,1,outdoors,grass,SFO01,Levi's Stadium
2014_09_TB_CLE,2014,REG,9,2014-11-02,Sunday,13:00,TB,17,CLE,22,Home,0,7,7,0,outdoors,grass,CLE00,FirstEnergy Stadium
2014_09_WAS_MIN,2014,REG,9,2014-11-02,Sunday,13:00,WAS,26,MIN,29,Home,0,6,7,0,outdoors,fieldturf,MIN98,TCF Bank Stadium
2014_09_IND_NYG,2014,REG,9,2014-11-03,Monday,20:30,IND,40,NYG,24,Home,0,8,15,0,outdoors,fieldturf,NYC01,MetLife Stadium
2014_10_CLE_CIN,2014,REG,10,2014-11-06,Thursday,20:25,CLE,24,CIN,3,Home,0,4,4,1,outdoors,fieldturf,CIN00,Paul Brown Stadium
2014_10_ATL_TB,2014,REG,10,2014-11-09,Sunday,13:00,ATL,27,TB,17,Home,0,14,7,1,outdoors,grass,TAM00,Raymond James Stadium
2014_10_CHI_GB,2014,REG,10,2014-11-09,Sunday,20:30,CHI,14,GB,55,Home,0,14,14,1,outdoors,grass,GNB00,Lambeau Field
2014_10_DAL_JAX,2014,REG,10,2014-11-09,Sunday,13:00,DAL,31,JAX,17,Neutral,0,7,7,0,outdoors,grass,LON00,Wembley Stadium
2014_10_DEN_OAK,2014,REG,10,2014-11-09,Sunday,16:05,DEN,41,OAK,17,Home,0,7,7,1,outdoors,grass,OAK00,O.co Coliseum
2014_10_KC_BUF,2014,REG,10,2014-11-09,Sunday,13:00,KC,17,BUF,13,Home,0,7,14,0,outdoors,a_turf,BUF00,Ralph Wilson Stadium
2014_10_MIA_DET,2014,REG,10,2014-11-09,Sunday,13:00,MIA,16,DET,20,Home,0,7,14,0,dome,fieldturf,DET00,Ford Field
2014_10_NYG_SEA,2014,REG,10,2014-11-09,Sunday,16:25,NYG,17,SEA,38,Home,0,6,7,0,outdoors,fieldturf,SEA00,CenturyLink Field
2014_10_PIT_NYJ,2014,REG,10,2014-11-09,Sunday,13:00,PIT,13,NYJ,20,Home,0,7,7,0,outdoors,fieldturf,NYC01,MetLife Stadium
2014_10_SF_NO,2014,REG,10,2014-11-09,Sunday,13:00,SF,27,NO,24,Home,1,7,10,0,dome,sportturf,NOR00,Mercedes-Benz Superdome
2014_10_STL_ARI,2014,REG,10,2014-11-09,Sunday,16:25,STL,14,ARI,31,Home,0,7,7,1,closed,grass,PHO00,University of Phoenix Stadium
2014_10_TEN_BAL,2014,REG,10,2014-11-09,Sunday,13:00,TEN,7,BAL,21,Home,0,14,7,0,outdoors,sportturf,BAL00,M&T Bank Stadium
2014_10_CAR_PHI,2014,REG,10,2014-11-10,Monday,20:30,CAR,21,PHI,45,Home,0,11,8,0,outdoors,grass,PHI00,Lincoln Financial Field
2014_11_BUF_MIA,2014,REG,11,2014-11-13,Thursday,20:25,BUF,9,MIA,22,Home,0,4,4,1,outdoors,grass,MIA00,Sun Life Stadium
2014_11_ATL_CAR,2014,REG,11,2014-11-16,Sunday,13:00,ATL,19,CAR,17,Home,0,7,6,1,outdoors,grass,CAR00,Bank of America Stadium
2014_11_CIN_NO,2014,REG,11,2014-11-16,Sunday,13:00,CIN,27,NO,10,Home,0,10,7,0,dome,sportturf,NOR00,Mercedes-Benz Superdome
2014_11_DEN_STL,2014,REG,11,2014-11-16,Sunday,13:00,DEN,7,STL,22,Home,0,7,7,0,dome,astroplay,STL00,Edward Jones Dome
2014_11_DET_ARI,2014,REG,11,2014-11-16,Sunday,16:25,DET,6,ARI,14,Home,0,7,7,0,closed,grass,PHO00,University of Phoenix Stadium
2014_11_HOU_CLE,2014,REG,11,2014-11-16,Sunday,13:00,HOU,23,CLE,7,Home,0,14,10,0,outdoors,grass,CLE00,FirstEnergy Stadium
2014_11_MIN_CHI,2014,REG,11,2014-11-16,Sunday,13:00,MIN,13,CHI,21,Home,0,14,7,1,outdoors,grass,CHI98,Soldier Field
2014_11_NE_IND,2014,REG,11,2014-11-16,Sunday,20:30,NE,42,IND,20,Home,0,14,13,0,closed,fieldturf,IND00,Lucas Oil Stadium
2014_11_OAK_SD,2014,REG,11,2014-11-16,Sunday,16:05,OAK,6,SD,13,Home,0,7,14,1,outdoors,grass,SDG00,Qualcomm Stadium
2014_11_PHI_GB,2014,REG,11,2014-11-16,Sunday,16:25,PHI,20,GB,53,Home,0,6,7,0,outdoors,grass,GNB00,Lambeau Field
2014_11_SEA_KC,2014,REG,11,2014-11-16,Sunday,13:00,SEA,20,KC,24,Home,0,7,7,0,outdoors,grass,KAN00,Arrowhead Stadium
2014_11_SF_NYG,2014,REG,11,2014-11-16,Sunday,13:00,SF,16,NYG,10,Home,0,7,7,0,outdoors,fieldturf,NYC01,MetLife Stadium
2014_11_TB_WAS,2014,REG,11,2014-11-16,Sunday,13:00,TB,27,WAS,7,Home,0,7,14,0,outdoors,grass,WAS00,FedExField
2014_11_PIT_TEN,2014,REG,11,2014-11-17,Monday,20:30,PIT,27,TEN,24,Home,0,8,8,0,outdoors,grass,NAS00,LP Field
2014_12_KC_OAK,2014,REG,12,2014-11-20,Thursday,20:25,KC,20,OAK,24,Home,0,4,4,1,outdoors,grass,OAK00,O.co Coliseum
2014_12_ARI_SEA,2014,REG,12,2014-11-23,Sunday,16:05,ARI,3,SEA,19,Home,0,7,7,1,outdoors,fieldturf,SEA00,CenturyLink Field
2014_12_CIN_HOU,2014,REG,12,2014-11-23,Sunday,13:00,CIN,22,HOU,13,Home,0,7,7,0,closed,grass,HOU00,NRG Stadium
2014_12_CLE_ATL,2014,REG,12,2014-11-23,Sunday,13:00,CLE,26,ATL,24,Home,0,7,7,0,dome,fieldturf,ATL00,Georgia Dome
2014_12_DAL_NYG,2014,REG,12,2014-11-23,Sunday,20:30,DAL,31,NYG,28,Home,0,14,7,1,outdoors,fieldturf,NYC01,MetLife Stadium
2014_12_DET_NE,2014,REG,12,2014-11-23,Sunday,13:00,DET,9,NE,34,Home,0,7,7,0,outdoors,fieldturf,BOS00,Gillette Stadium
2014_12_GB_MIN,2014,REG,12,2014-11-23,Sunday,13:00,GB,24,MIN,21,Home,0,7,7,1,outdoors,fieldturf,MIN98,TCF Bank Stadium
2014_12_JAX_IND,2014,REG,12,2014-11-23,Sunday,13:00,JAX,3,IND,23,Home,0,14,7,1,closed,fieldturf,IND00,Lucas Oil Stadium
